ID,p0,p1
151816,finch,lynch
151817,finches,lynches
151818,find,lined
151819,fine,line
151820,fines,lines
151821,fining,lining
151822,finer,liner
151823,finger,linger
151824,fingered,lingered
151825,fingering,lingering
151826,fingers,lingers
151827,fire,liar
151828,fires,liars
151829,fist,list
151830,fists,lists
151831,five,live
151832,fives,lives
151833,foam,loam
151834,foamy,loamy
151835,foamier,loamier
151836,foamiest,loamiest
151837,fob,lob
151838,fobbed,lobbed
151839,fobbing,lobbing
151840,fobs,lobs
151841,focal,local
151842,focus,locus
151843,foci,loci
151844,focused,locust
151845,foe,low
151846,foes,lows
151847,fog,log
151848,fogged,logged
151849,fogging,logging
151850,fogs,logs
151851,oggia,loggia
151852,folly,lolly
151853,follies,lollies
151854,foment,lament
151855,fomented,lamented
151856,fomenting,lamenting
151857,foments,laments
151858,fop,lop
151859,fops,lops
151860,for,law
151861,for,lor
151862,for,lore
151863,fore,law
151864,fore,lor
151865,fore,lore
151866,four,law
151867,fours,laws
151868,four,lor
151869,four,lore
151870,ford,laud
151871,forded,lauded
151872,fording,lauding
151873,fords,lauds
151874,fordable,laudable
151875,ford,lord
151876,fords,lords
151877,fording,lording
151878,forded,lorded
151879,fosse,loss
151880,fosses,losses
151881,fox,lochs
151882,fuck,luck
151883,fucks,luxe
151884,fug,lug
151885,fugs,lugs
151886,fussed,lust
151887,fusty,lusty
151888,gaff,gal
151889,eoff,gel
151890,gift,gilt
151891,hoof,who
151892,huff,hull
151893,huffing,hulling
151894,huffs,hulls
151895,huffed,hulled
151896,if,ill
151897,life,lisle
151898,lift,lilt
151899,lifted,lilted
151900,lifting,lilting
151901,lifts,lilts
151902,luff,lull
151903,luffing,lulling
151904,luffs,lulls
151905,luffed,lulled
151906,muff,mull
151907,muffin,mullein
151908,muffins,mulleins
151909,niff,nil
151910,pharynx,larynx
151911,pharynxes,larynxes
151912,pharyngitis,laryngitis
151913,phase,lays
151914,phase,laze
151915,phased,lazed
151916,phases,lazes
151917,phasing,lazing
151918,phone,loan
151919,phoned,loaned
151920,phones,loans
151921,phoning,loaning
151922,puffs,pulse
151923,quiff,quill
151924,quiffs,quills
151925,reef,reel
151926,reefing,reeling
151927,reefed,reeled
151928,reefs,reels
151929,rife,rile
151930,riff,rill
151931,riffs,rills
151932,roof,rule
151933,roofing,ruling
151934,roofs,rules
151935,roofed,ruled
151936,safe,sale
151937,safer,sailor
151938,scoffer,scholar
151939,scoffers,scholars
151940,scuff,scull
151941,scuffing,sculling
151942,scuffs,sculls
151943,scuffed,sculled
151944,scuff,skull
151945,scuffs,skulls
151946,scurf,skirl
151947,sheaf,she
151948,sheafed,shield
151949,sift,silt
151950,sifted,silted
151951,sifting,silting
151952,sifts,silts
151953,skiff,skill
151954,skiffs,skills
151955,soft,salt
151956,ophie,solely
151957,sophist,solaced
151958,sphinx,slinks
151959,spoof,spool
151960,spoofs,spools
151961,staffing,starling
151962,stiff,still
151963,stiffer,stiller
151964,stiffest,stillest
151965,stiffness,stillness
151966,affy,tally
151967,affies,tallies
151968,tiff,till
151969,tiffs,tills
151970,unfermented,unlamented
151971,wafer,whaler
151972,wafers,whalers
151973,waif,wail
151974,waifs,wails
151975,weft,welt
151976,wefts,welts
151977,wharf,wall
151978,wharfs,walls
151979,wharfs,waltz
151980,whiff,will
151981,whiff,wills
151982,wife,while
151983,avert,alert
151984,averted,alerted
151985,averting,alerting
151986,averts,alerts
151987,avocation,allocation
151988,avocations,allocations
151989,avoid,alloyed
151990,avow,allow
151991,avowed,allowed
151992,avowing,allowing
151993,avows,allows
151994,behoved,behold
151995,bevy,belly
151996,bevies,bellies
151997,brave,braille
151998,cave,kail
151999,chivvy,chilli
152000,chivies,chillies
152001,chivvy,chilly
152002,civvies,sillies
152003,conceive,conceal
152004,conceived,concealed
152005,conceives,conceals
152006,conceiving,concealing
152007,conservation,consolation
152008,cove,coal
152009,coves,coals
152010,cover,colour
152011,covered,coloured
152012,covering,colouring
152013,covers,colours
152014,curve,curl
152015,curved,curled
152016,curves,curls
152017,curving,curling
152018,ave,dale
152019,avey,daily
152020,disavow,disallow
152021,disavowed,disallowed
152022,disavowing,disallowing
152023,disavows,disallows
152024,dove,dole
152025,dove,dull
152026,doves,dulls
152027,drove,droll
152028,eaves,eels
152029,eve,eel
152030,fever,feeler
152031,fevers,feelers
152032,five,file
152033,fives,files
152034,gave,gale
152035,give,gill
152036,gives,gills
152037,grave,grail
152038,graves,grails
152039,gravy,greyly
152040,heave,heal
152041,heaved,healed
152042,heaves,heals
152043,heaving,healing
152044,heave,heel
152045,heaves,heels
152046,heaving,heeling
152047,heaved,heeled
152048,oover,hula
152049,oovers,hulas
152050,hove,hole
152051,hove,whole
152052,hover,holler
152053,hovered,hollered
152054,hovering,hollering
152055,hovers,hollers
152056,ivied,eyelid
152057,knave,nail
152058,knaves,nails
152059,live,lisle
152060,love,lull
152061,loved,lulled
152062,loves,lulls
152063,loving,lulling
152064,mauve,mole
152065,mauves,moles
152066,pave,pail
152067,paves,pails
152068,pave,pale
152069,paved,paled
152070,paves,pales
152071,paving,paling
152072,peeve,peal
152073,peeved,pealed
152074,peeves,peals
152075,peeving,pealing
152076,purview,purlieu
152077,purviews,purlieus
152078,rave,rail
152079,raved,railed
152080,raves,rails
152081,raving,railing
152082,ravings,railings
152083,reeve,reel
152084,reeves,reels
152085,revise,relies
152086,revive,revile
152087,revived,reviled
152088,revives,reviles
152089,reviving,reviling
152090,rive,rile
152091,rived,riled
152092,rives,riles
152093,riving,riling
152094,rove,r
152095,roves,r
152096,rove,roll
152097,roved,rolled
152098,roving,rolling
152099,roves,rolls
152100,rover,roller
152101,rovers,rollers
152102,save,sail
152103,saved,sailed
152104,saving,sailing
152105,savings,sailings
152106,saves,sails
152107,save,sale
152108,saves,sales
152109,saver,sailor
152110,savers,sailors
152111,savvy,sally
152112,sever,cellar
152113,severs,cellars
152114,severity,celerity
152115,shave,shale
152116,sieve,sill
152117,sieves,sills
152118,skivvy,skilly
152119,spiv,spill
152120,spivs,spills
152121,starving,starling
152122,stave,stale
152123,staved,staled
152124,staves,stales
152125,staving,staling
152126,teve,steal
152127,teve,steel
152128,stove,stole
152129,stoves,stoles
152130,strove,stroll
152131,swerve,swirl
152132,swerved,swirled
152133,swerves,swirls
152134,swerving,swirling
152135,tavern,talon
152136,taverns,talons
152137,titivate,titillate
152138,titivated,titillated
152139,titivates,titillates
152140,titivating,titillating
152141,trove,troll
152142,troves,trolls
152143,s,leas
152144,s,lees
152145,vac,lack
152146,vacs,lacks
152147,vain,lain
152148,vain,lane
152149,vain,vale
152150,vain,veil
152151,vamp,lamp
152152,vamps,lamps
152153,vane,lain
152154,vane,vale
152155,vanes,vales
152156,vane,veil
152157,vanes,veils
152158,vane,lane
152159,vanes,lanes
152160,vast,last
152161,vastly,lastly
152162,vat,lat
152163,veer,leer
152164,veered,leered
152165,veering,leering
152166,veers,leers
152167,vein,vale
152168,veins,vales
152169,vein,veil
152170,veins,veils
152171,vein,lane
152172,veins,lanes
152173,vend,lend
152174,vending,lending
152175,vends,lends
152176,vender,lender
152177,venders,lenders
152178,vent,lent
152179,era,lira
152180,vest,lest
152181,vet,let
152182,vetting,letting
152183,viable,liable
152184,viability,liability
152185,ic,lick
152186,vicar,liquor
152187,vicars,liquors
152188,vice,lice
152189,victual,little
152190,victualler,littler
152191,vie,lie
152192,vies,lies
152193,vying,lying
152194,vied,lied
152195,viewed,lewd
152196,iking,liking
152197,ikings,likings
152198,vim,limn
152199,vim,limb
152200,vine,line
152201,vines,lines
152202,vivid,livid
152203,vividly,lividly
152204,vocal,local
152205,vocally,locally
152206,vocalize,localize
152207,vocalized,localized
152208,vocalizes,localizes
152209,vocalizing,localizing
152210,vocation,location
152211,vocations,locations
152212,vol,loll
152213,vols,lolls
152214,volley,lolly
152215,volleys,lollies
152216,vowed,loud
152217,vox,lochs
152218,waive,wail
152219,waived,wailed
152220,waiving,wailing
152221,waives,wails
152222,waive,whale
152223,waives,whales
152224,waiver,whaler
152225,waivers,whalers
152226,wave,wail
152227,waves,wails
152228,waving,wailing
152229,waved,wailed
152230,wave,whale
152231,waves,whales
152232,weave,weal
152233,weaves,weals
152234,weave,wheel
152235,weaving,wheeling
152236,weaves,wheels
152237,wharves,walls
152238,wive,while
152239,wived,whiled
152240,wives,whiles
152241,wiving,whiling
152242,wives,wiles
152243,both,bole
152244,death,dell
152245,deaths,dells
152246,doth,dull
152247,earth,earl
152248,earthy,early
152249,earthier,earlier
152250,earthiest,earliest
152251,faith,fail
152252,forth,fall
152253,fourth,fall
152254,fourths,falls
152255,fourths,false
152256,firth,furl
152257,firths,furls
152258,girth,girl
152259,heath,heal
152260,heaths,heals
152261,heath,heel
152262,heaths,heels
152263,eith,keel
152264,kith,kill
152265,eath,meal
152266,moth,moll
152267,myth,mill
152268,neath,kneel
152269,pith,pill
152270,ruth,rule
152271,saith,cell
152272,saith,sell
152273,sheathed,shield
152274,teeth,teal
152275,thane,lain
152276,thane,lane
152277,thanes,lanes
152278,thank,lank
152279,thatch,latch
152280,thatched,latched
152281,thatches,latches
152282,thatching,latching
152283,thaw,law
152284,thaws,laws
152285,thaw,lore
152286,thawed,laud
152287,thawed,lord
152288,theft,left
152289,thick,lick
152290,thicker,liquor
152291,thief,leaf
152292,thigh,lie
152293,thighs,lies
152294,things,lings
152295,think,link
152296,thinking,linking
152297,thinks,links
152298,thong,long
152299,thongs,longs
152300,hor,law
152301,hor,lore
152302,thorn,lawn
152303,thorns,lawns
152304,thug,lug
152305,thugs,lugs
152306,thump,lump
152307,thumped,lumped
152308,thumping,lumping
152309,thumps,lumps
152310,tooth,tool
152311,troth,troll
152312,withe,will
152313,worth,whirl
152314,wraith,rail
152315,wraiths,rails
152316,wroth,r
152317,bathe,bail
152318,bathed,bailed
152319,bathes,bails
152320,bathing,bailing
152321,booth,buhl
152322,bothered,bollard
152323,lithe,lisle
152324,mother,mullah
152325,mothers,mullahs
152326,scathing,scaling
152327,seethe,seal
152328,seethed,sealed
152329,seethes,seals
152330,seething,ceiling
152331,sheathed,shield
152332,southern,sullen
152333,teethe,teal
152334,tether,teller
152335,tethers,tellers
152336,that,lat
152337,thee,lea
152338,thee,lee
152339,their,lair
152340,theirs,lairs
152341,their,layer
152342,theirs,layers
152343,there,lair
152344,there,layer
152345,these,leas
152346,they,lay
152347,thine,line
152348,though,lo
152349,though,low
152350,those,lows
152351,thy,lie
152352,tithe,tile
152353,tithes,tiles
152354,with,will
152355,withy,willy
152356,withies,willies
152357,orthing,whirling
152358,wreathe,real
152359,wreathe,reel
152360,wreathed,reeled
152361,wreathing,reeling
152362,wreathes,reeels
152363,writhe,rile
152364,writhed,riled
152365,writhes,riles
152366,writhing,riling
152367,ace,ail
152368,animus,animal
152369,apiece,appeal
152370,aside,allied
152371,asp,alp
152372,asps,alps
152373,assay,allay
152374,assayed,allayed
152375,assaying,allaying
152376,assays,allays
152377,assert,alert
152378,asserted,alerted
152379,asserting,alerting
152380,asserts,alerts
152381,asses,alleys
152382,assign,align
152383,assigned,aligned
152384,assigning,aligning
152385,assigns,aligns
152386,assignment,alignment
152387,assignments,alignments
152388,assize,allies
152389,base,bail
152390,basing,bailing
152391,based,bailed
152392,base,bale
152393,basing,baling
152394,based,bailed
152395,basement,bailment
152396,basements,bailments
152397,bases,baileys
152398,bass,bail
152399,bass,bale
152400,bassoon,balloon
152401,bassoons,balloons
152402,beside,belied
152403,ess,bell
152404,essie,belly
152405,best,belt
152406,bested,belted
152407,besting,belting
152408,bests,belts
152409,boast,bolt
152410,boasted,bolted
152411,boasting,bolting
152412,boasts,bolts
152413,brace,braille
152414,case,kail
152415,cease,lease
152416,ceased,leased
152417,ceasing,leasing
152418,ceases,leases
152419,ceasing,ceiling
152420,cedar,leader
152421,cedars,leaders
152422,cede,lead
152423,cedes,leads
152424,ceding,leading
152425,cent,leant
152426,cent,lent
152427,ceremonious,ceremonial
152428,chorus,choral
152429,cinch,lynch
152430,cipher,lifer
152431,ciphers,lifers
152432,cissy,silly
152433,cite,light
152434,cited,lighted
152435,cites,lights
152436,citing,lighting
152437,coarse,call
152438,coarser,caller
152439,coast,colt
152440,coasts,colts
152441,coaster,coulter
152442,coasters,coulters
152443,comics,comical
152444,commits,commital
152445,continuous,continual
152446,cos,col
152447,course,call
152448,coursing,calling
152449,coursed,called
152450,courser,caller
152451,coursers,callers
152452,coursings,callings
152453,crease,creel
152454,critics,critical
152455,curse,curl
152456,cursing,curling
152457,cursed,curled
152458,curtsey,curtly
152459,cuss,cull
152460,dace,dale
152461,deceit,delete
152462,deceits,deletes
152463,digits,digital
152464,dose,dole
152465,dosing,doling
152466,doesd,doled
152467,dosed,dolt
152468,doss,doll
152469,dossing,dolling
152470,dossed,dolled
152471,dosser,dollar
152472,dossers,dollars
152473,dosses,dollies
152474,rse,earl
152475,excess,excel
152476,exhaust,exalt
152477,exhausted,exalted
152478,exhausting,exalting
152479,exhausts,exalts
152480,face,fail
152481,faced,failed
152482,facing,failing
152483,facings,failings
152484,force,fall
152485,forcing,falling
152486,forced,fault
152487,fosses,follies
152488,gas,gal
152489,gases,galleys
152490,gassy,galley
152491,genius,genial
152492,gist,jilt
152493,gists,jilts
152494,gorse,gall
152495,grace,grail
152496,graphics,graphical
152497,grouse,growl
152498,grousing,growling
152499,groused,growled
152500,gusset,gullet
152501,gussets,gullets
152502,hearse,hurl
152503,hiss,hill
152504,hissed,hilt
152505,hoarse,hall
152506,hoarse,haul
152507,horse,hall
152508,horse,haul
152509,house,howl
152510,husk,hulk
152511,husking,hulking
152512,husks,hulks
152513,hysterics,hysterical
152514,imperious,imperial
152515,industrious,industrial
152516,inset,inlet
152517,insets,inlets
152518,insist,enlist
152519,insisted,enlisted
152520,insisting,enlisting
152521,insists,enlists
152522,ess,gel
152523,essie,jelly
152524,josses,jollies
152525,juice,joule
152526,kiss,kill
152527,kissed,killed
152528,kissing,killing
152529,kissed,kilt
152530,kisser,killer
152531,kissers,killers
152532,lice,lisle
152533,list,lilt
152534,listed,lilted
152535,listing,lilting
152536,lists,lilts
152537,literacy,literally
152538,loss,loll
152539,losses,lollies
152540,mace,mail
152541,messed,melt
152542,mice,mile
152543,miss,mill
152544,missing,milling
152545,missed,milled
152546,missed,milt
152547,orse,mall
152548,orse,maul
152549,moss,moll
152550,most,moult
152551,muss,mull
152552,mussing,mulling
152553,mussed,mulled
152554,ness,knell
152555,nest,knelt
152556,nexus,necklace
152557,nexuses,necklaces
152558,ice,kneel
152559,niece,kneel
152560,numerous,numeral
152561,outset,outlet
152562,outsets,outlets
152563,overload,oversewed
152564,oversize,overlies
152565,pace,pail
152566,pace,pale
152567,pacing,paling
152568,paced,paled
152569,parasitic,paralytic
152570,passes,parleys
152571,peace,peal
152572,peace,peel
152573,ercy,pearly
152574,pest,pelt
152575,pests,pelts
152576,piece,peal
152577,piecing,pealing
152578,piece,peel
152579,piecing,peeling
152580,piss,pill
152581,posse,poly
152582,posses,polys
152583,pseud,lewd
152584,puce,pule
152585,purse,pearl
152586,pursing,pearling
152587,puss,pull
152588,pussy,pulley
152589,pussies,pulleys
152590,race,rail
152591,racing,railing
152592,raced,railed
152593,radius,radial
152594,rashness,rational
152595,receive,relieve
152596,received,relieved
152597,receives,relieves
152598,receiving,relieving
152599,recourse,recall
152600,rice,rile
152601,sable,label
152602,sables,labels
152603,sabre,labour
152604,sabred,laboured
152605,sabres,labours
152606,sabring,labouring
152607,sack,lack
152608,sacked,lacked
152609,sacking,lacking
152610,sacks,lacks
152611,sad,lad
152612,sadder,ladder
152613,sag,lag
152614,sagged,lagged
152615,sagging,lagging
152616,sags,lags
152617,saga,lager
152618,sagas,lagers
152619,said,lead
152620,said,led
152621,sake,lake
152622,sakes,lakes
152623,sail,kale
152624,sale,kale
152625,am,lam
152626,same,lame
152627,sameness,lameness
152628,sand,land
152629,sanded,landed
152630,sanding,landing
152631,sands,lands
152632,sane,lain
152633,sane,lane
152634,sank,lank
152635,sap,lap
152636,sapped,lapped
152637,sapping,lapping
152638,saps,laps
152639,sash,lash
152640,sashes,lashes
152641,sat,lat
152642,sate,late
152643,sateen,lateen
152644,satyr,latter
152645,sauced,salt
152646,saucy,sorely
152647,save,lave
152648,saved,laved
152649,saves,laves
152650,saving,laving
152651,saw,law
152652,saws,laws
152653,saw,lor
152654,saw,lore
152655,sawed,laud
152656,sawed,lord
152657,sawn,lawn
152658,sawyer,lawyer
